parent_pno,child_pno,parent_term_rank,child_term_rank,slope CTR-CTR
4929239,8506580,3,1,2
4978578,5392272,2,1,1
4978578,5392272,5,5,0
4978578,5392272,12,10,2
6622836,8057358,1,1,0
6622836,8057358,3,2,1
5280064,6174939,1,2,-1
5280064,6174939,2,8,-6
5280064,6174939,6,11,-5
5280064,6174939,11,13,-2
7535825,8295181,5,1,4
7535825,8295181,7,9,-2
7535825,8295181,12,12,0
7596550,7827523,1,1,0
7596550,7827523,10,10,0
4543527,7924103,9,4,5
4543527,7924103,13,2,11
5291886,7113817,2,5,-3
5291886,7113817,7,3,4
5125435,7980274,1,1,0
5125435,7980274,7,10,-3
6100087,7935797,5,3,2
6100087,7935797,7,7,0
5360343,6292768,3,5,-2
5360343,6292768,12,3,9
6504371,8055326,4,3,1
6504371,8055326,6,8,-2
6504371,8055326,8,7,1
6504371,8055326,10,11,-1
7179673,7697107,4,13,-9
7179673,7697107,7,1,6
7179673,7697107,11,3,8
7179673,7697107,12,5,7
7179673,7697107,13,2,11
3953097,8480430,1,6,-5
4783879,7845603,9,11,-2
4783879,7845603,10,12,-2
4152702,4388723,1,3,-2
4152702,4388723,13,2,11
5397758,6984763,9,10,-1
4169431,4433645,8,7,1
4169431,4433645,9,4,5
4204200,7210656,8,4,4
6176781,8568224,1,5,-4
6228073,7914467,3,2,1
8245185,8577937,8,4,4
5185455,6300505,5,2,3
5185455,6300505,6,13,-7
5185455,6300505,9,3,6
5185455,6300505,12,1,11
5185455,6300505,13,4,9
4332694,4699828,9,4,5
4332694,4699828,12,10,2
5291701,7895794,6,9,-3
5291701,7895794,7,13,-6
5291701,7895794,10,2,8
5036837,8123709,2,10,-8
5036837,8123709,3,5,-2
5036837,8123709,8,3,5
5036837,8123709,9,8,1
5036837,8123709,10,6,4
6898386,7657214,1,1,0
6898386,7657214,2,3,-1
6898386,7657214,3,7,-4
6898386,7657214,5,5,0
6898386,7657214,6,9,-3
6898386,7657214,13,12,1
7862089,8205915,1,3,-2
7862089,8205915,2,2,0
7862089,8205915,3,1,2
7862089,8205915,4,4,0
7862089,8205915,6,8,-2
7862089,8205915,7,12,-5
5557332,8457212,2,1,1
5557332,8457212,6,3,3
7337421,8701071,10,2,8
6900723,7088219,3,2,1
6900723,7088219,6,8,-2
6900723,7088219,11,3,8
4182181,4842418,1,1,0
4182181,4842418,2,5,-3
4182181,4842418,5,11,-6
4182181,4842418,6,3,3
7191273,8504992,2,3,-1
7191273,8504992,11,5,6
7191273,8504992,12,2,10
4536647,4757534,9,8,1
6134535,7693768,1,1,0
6134535,7693768,13,4,9
4851609,5563371,3,11,-8
4851609,5563371,6,1,5
5253382,7698771,1,1,0
5253382,7698771,10,4,6
4929699,5187236,4,4,0
4929699,5187236,6,13,-7
6657318,8013684,2,2,0
6093502,7704627,3,3,0
6375569,8376836,2,2,0
6375569,8376836,4,5,-1
6375569,8376836,6,13,-7
6375569,8376836,8,1,7
6432585,8112138,1,8,-7
6432585,8112138,3,1,2
6432585,8112138,5,2,3
6335890,6490217,1,2,-1
6335890,6490217,3,5,-2
6335890,6490217,4,4,0
6335890,6490217,6,13,-7
6335890,6490217,7,3,4
6335890,6490217,8,7,1
6335890,6490217,10,12,-2
6335890,6490217,12,6,6
6335890,6490217,13,8,5
4630306,6516097,2,3,-1
4630306,6516097,3,1,2
4436463,8192116,2,2,0
6957255,8423653,1,2,-1
4901197,6848316,4,1,3
4901197,6848316,7,2,5
6931764,7685743,3,3,0
6931764,7685743,8,5,3
6931764,7685743,13,1,12
6666866,7988695,6,4,2
6666866,7988695,8,2,6
6338245,8332129,1,4,-3
6338245,8332129,2,6,-4
6338245,8332129,5,5,0
5466861,6313163,11,9,2
6888331,8080966,3,1,2
5161422,7178419,5,8,-3
5161422,7178419,6,6,0
5161422,7178419,13,13,0
7212104,7305874,1,11,-10
7212104,7305874,5,1,4
7212104,7305874,10,6,4
4380910,7150160,4,5,-1
4380910,7150160,12,8,4
4380910,7150160,13,9,4
7794475,8136712,1,1,0
7794475,8136712,9,7,2
5040602,7182135,4,5,-1
8078764,8285911,8,12,-4
7223502,8445144,2,8,-6
7223502,8445144,3,3,0
7223502,8445144,4,1,3
7223502,8445144,6,12,-6
7223502,8445144,7,4,3
6123205,6230902,7,2,5
7311398,8665526,2,1,1
7311398,8665526,11,2,9
7311398,8665526,13,10,3
3936536,4304113,1,1,0
4466433,8302602,5,5,0
4466433,8302602,7,3,4
4142107,6461544,1,3,-2
5574845,6144375,9,1,8
4820167,7780452,11,13,-2
4695426,8359732,1,10,-9
6860871,7753877,1,1,0
6860871,7753877,2,13,-11
6860871,7753877,4,3,1
6860871,7753877,7,8,-1
4253377,6314859,4,13,-9
4253377,6314859,7,6,1
4253377,6314859,8,1,7
4253377,6314859,9,10,-1
4850969,7819848,1,3,-2
4850969,7819848,8,1,7
6094980,7730791,2,4,-2
6132451,6926690,4,13,-9
6132451,6926690,6,5,1
6198862,6846116,1,1,0
6198862,6846116,3,9,-6
4714686,5244534,4,2,2
5212188,6603011,5,9,-4
5212188,6603011,11,4,7
6439736,7270441,1,2,-1
6439736,7270441,3,1,2
6439736,7270441,5,11,-6
6439736,7270441,9,3,6
8065193,8326684,1,2,-1
8065193,8326684,7,3,4
8065193,8326684,10,10,0
5593440,8527026,4,3,1
5285792,8265726,7,4,3
5285792,8265726,12,5,7
5568660,7444707,11,2,9
5068151,6872782,1,1,0
5068151,6872782,11,2,9
7307926,7443774,3,4,-1
7307926,7443774,4,9,-5
7307926,7443774,6,2,4
5602730,6168076,2,11,-9
4091473,5319812,2,1,1
4091473,5319812,11,3,8
6147367,8591069,1,1,0
6147367,8591069,5,11,-6
6147367,8591069,12,2,10
5095911,8246640,10,5,5
4948458,6881608,2,3,-1
4884814,8012044,1,1,0
4884814,8012044,2,2,0
4884814,8012044,4,7,-3
6248404,7140711,2,5,-3
4646470,6321486,13,10,3
7092002,8699457,13,13,0
5135128,5320246,1,1,0
5135128,5320246,2,12,-10
5135128,5320246,6,4,2
6985745,8386655,3,6,-3
6985745,8386655,5,11,-6
6416495,7993304,3,13,-10
6416495,7993304,5,2,3
6416495,7993304,13,12,1
7436845,7830793,1,8,-7
6411835,7872748,8,1,7
5570685,6915965,1,1,0
4945257,5278636,3,7,-4
4945257,5278636,5,5,0
4945257,5278636,8,8,0
4945257,5278636,10,13,-3
4945257,5278636,12,11,1
4143486,4680888,5,3,2
4143486,4680888,8,1,7
4143486,4680888,9,10,-1
4143486,4680888,11,6,5
3938800,4815721,2,10,-8
7130682,8538521,2,1,1
7130682,8538521,6,7,-1
7130682,8538521,10,10,0
7130682,8538521,12,13,-1
6174188,6468101,1,1,0
6174188,6468101,3,2,1
6174188,6468101,12,9,3
7355122,8198752,4,10,-6
5489098,7147569,1,4,-3
5489098,7147569,3,10,-7
5489098,7147569,8,7,1
6314793,8720254,1,1,0
6314793,8720254,10,11,-1
6415961,8657159,3,5,-2
6415961,8657159,4,11,-7
6415961,8657159,7,1,6
6415961,8657159,10,13,-3
6415961,8657159,13,10,3
4143055,4259340,1,3,-2
4816767,6366097,8,3,5
6385466,7853297,6,4,2
5450586,6237059,8,7,1
6367579,8605936,1,4,-3
6367579,8605936,4,8,-4
6367579,8605936,6,12,-6
7517053,7784903,1,1,0
7517053,7784903,3,2,1
7517053,7784903,6,9,-3
7517053,7784903,13,3,10
6407406,6902962,4,11,-7
6196846,7760857,11,1,10
6196846,7760857,12,9,3
5559684,7116568,1,5,-4
5559684,7116568,8,2,6
5559684,7116568,9,3,6
7358331,8609820,1,1,0
7358331,8609820,2,5,-3
7358331,8609820,6,7,-1
7358331,8609820,7,10,-3
6233765,6848132,1,6,-5
6233765,6848132,4,4,0
6233765,6848132,8,1,7
4866168,5171749,2,1,1
4866168,5171749,8,6,2
4707839,7079567,4,5,-1
7953808,8630611,13,8,5
6385672,7779164,2,8,-6
6385672,7779164,3,2,1
6385672,7779164,4,7,-3
6385672,7779164,5,10,-5
6385672,7779164,6,5,1
5454240,6134927,2,1,1
5454240,6134927,3,2,1
5454240,6134927,5,7,-2
5454240,6134927,6,5,1
5454240,6134927,8,6,2
5454240,6134927,10,8,2
6167383,7243308,8,8,0
7164110,7976196,2,4,-2
7164110,7976196,3,1,2
6645071,8662982,1,5,-4
6645071,8662982,4,1,3
6645071,8662982,12,2,10
4663811,4902218,1,3,-2
4663811,4902218,7,4,3
4663811,4902218,9,2,7
6444364,7763384,2,11,-9
6444364,7763384,7,10,-3
6444364,7763384,10,1,9
5451500,8057993,1,4,-3
5451500,8057993,4,11,-7
5451500,8057993,9,9,0
5350884,6303858,1,2,-1
5350884,6303858,12,6,6
4677366,7719246,3,3,0
4677366,7719246,4,9,-5
5343031,5479004,1,6,-5
5343031,5479004,7,12,-5
4087471,4180688,8,3,5
4087471,4180688,12,10,2
6223291,7415439,1,7,-6
6223291,7415439,4,4,0
6223291,7415439,10,3,7
4221058,5456025,1,12,-11
4221058,5456025,2,3,-1
4221058,5456025,12,7,5
4757527,5249179,1,2,-1
4757527,5249179,5,3,2
4757527,5249179,9,13,-4
5449368,7374565,1,11,-10
5449368,7374565,6,9,-3
5449368,7374565,10,13,-3
4945429,5429470,3,1,2
4945429,5429470,4,5,-1
5068831,7057944,5,4,1
5068831,7057944,12,2,10
4801135,5123637,2,4,-2
4907232,6332197,9,9,0
6901664,8713802,2,4,-2
6901664,8713802,5,1,4
6901664,8713802,9,9,0
6327470,8200205,5,1,4
5630805,7686823,7,5,2
5630805,7686823,8,1,7
4330046,6305492,10,2,8
6047323,7941309,11,7,4
7596001,8705250,3,6,-3
7596001,8705250,9,8,1
7596001,8705250,11,4,7
7596001,8705250,12,13,-1
5208587,5315297,1,1,0
5208587,5315297,2,2,0
5208587,5315297,3,3,0
5208587,5315297,4,4,0
5208587,5315297,5,5,0
5208587,5315297,6,6,0
5208587,5315297,7,7,0
5208587,5315297,8,8,0
5208587,5315297,9,9,0
5208587,5315297,10,10,0
5208587,5315297,11,11,0
5208587,5315297,12,12,0
5208587,5315297,13,13,0
7196153,8722836,2,2,0
7196153,8722836,13,9,4
4323557,5258421,5,3,2
4546551,5253424,3,9,-6
4546551,5253424,7,1,6
4546551,5253424,13,6,7
7651350,8439702,9,7,2
6187839,7687438,2,13,-11
5314093,6481589,4,8,-4
5314093,6481589,6,1,5
5314093,6481589,13,5,8
7802191,8195711,1,2,-1
4184618,5392802,1,2,-1
4810027,6979051,1,4,-3
4810027,6979051,4,5,-1
4810027,6979051,7,2,5
4810027,6979051,9,3,6
6623527,7668940,6,1,5
4222971,8042535,2,1,1
4222971,8042535,6,7,-1
5601573,7207997,1,1,0
5601573,7207997,7,4,3
5601573,7207997,8,9,-1
5601573,7207997,12,2,10
6097358,7456808,4,7,-3
6097358,7456808,8,11,-3
6097358,7456808,12,4,8
6097358,7456808,13,1,12
6076734,7150398,6,10,-4
6891257,8106406,1,9,-8
6891257,8106406,3,3,0
6891257,8106406,8,8,0
6473291,8224462,3,3,0
6330810,6889521,1,9,-8
6330810,6889521,3,1,2
6330810,6889521,9,5,4
6330810,6889521,10,10,0
6330810,6889521,11,7,4
5017939,7006052,3,11,-8
5017939,7006052,4,12,-8
5017939,7006052,5,1,4
4639321,7101835,10,4,6
6403348,8647338,1,2,-1
6403348,8647338,2,3,-1
7371252,7708755,1,1,0
7371252,7708755,2,4,-2
7371252,7708755,3,2,1
7371252,7708755,4,8,-4
7371252,7708755,5,11,-6
7371252,7708755,7,3,4
7371252,7708755,10,5,5
7371252,7708755,11,10,1
6944071,7696775,2,1,1
6944071,7696775,6,9,-3
6944071,7696775,10,4,6
4429739,5396948,1,9,-8
6077163,8568218,2,6,-4
6077163,8568218,3,1,2
6077163,8568218,4,2,2
6077163,8568218,9,9,0
6488565,7811153,1,8,-7
6488565,7811153,3,10,-7
6488565,7811153,12,9,3
4792269,7757610,4,13,-9
4792269,7757610,6,4,2
4792269,7757610,7,8,-1
4792269,7757610,9,9,0
5366912,7723788,4,3,1
5366912,7723788,5,11,-6
6670206,6852570,7,1,6
6670206,6852570,11,2,9
7447501,8369776,2,3,-1
7447501,8369776,3,1,2
6934696,7565377,3,10,-7
4433931,5210898,1,2,-1
4433931,5210898,6,6,0
4433931,5210898,9,7,2
4066049,7007589,2,1,1
7081377,8531904,1,2,-1
6410360,8007674,9,8,1
6410360,8007674,13,12,1
4253461,7534237,3,13,-10
4253461,7534237,9,2,7
6403312,8093359,12,6,6
6403312,8093359,13,9,4
5355341,6087709,13,8,5
5204800,6873510,2,3,-1
7162192,8670683,1,4,-3
7162192,8670683,2,7,-5
4361319,6065747,1,1,0
4361319,6065747,6,4,2
4361319,6065747,7,5,2
4406530,4544839,1,8,-7
4406530,4544839,5,5,0
6159839,7858513,4,8,-4
4614625,7731767,1,3,-2
4614625,7731767,2,7,-5
6347116,8711925,1,1,0
4218098,5308152,3,2,1
4218098,5308152,4,1,3
5364323,8678984,1,1,0
5364323,8678984,2,3,-1
5364323,8678984,7,8,-1
4109788,5337893,1,1,0
5289530,7454000,1,12,-11
5289530,7454000,4,1,3
4047581,7584794,1,6,-5
4047581,7584794,5,13,-8
5366117,6193111,1,2,-1
5366117,6193111,2,3,-1
5366117,6193111,11,10,1
4630290,5161185,1,1,0
4630290,5161185,2,4,-2
4630290,5161185,10,11,-1
6482880,8110639,2,2,0
4854377,7686069,1,4,-3
4854377,7686069,6,9,-3
4854377,7686069,13,6,7
4389820,5520572,5,3,2
4389820,5520572,9,13,-4
5297549,6353751,3,1,2
5297549,6353751,7,3,4
4686888,7669513,3,1,2
4686888,7669513,7,7,0
5313616,8745579,3,3,0
4227286,6499723,2,1,1
6340480,7128930,10,5,5
5489359,7727607,11,13,-2
4857893,6475443,1,2,-1
7652494,8725488,2,3,-1
7652494,8725488,5,10,-5
5643722,6066460,1,1,0
5643722,6066460,8,8,0
5348832,8592115,3,1,2
7707536,8671379,1,4,-3
7707536,8671379,3,3,0
7707536,8671379,6,1,5
7707536,8671379,10,2,8
4755857,5350940,1,8,-7
4755857,5350940,3,3,0
4755857,5350940,11,11,0
6126574,6629909,2,4,-2
6126574,6629909,3,5,-2
6126574,6629909,4,1,3
6126574,6629909,8,2,6
6126574,6629909,9,8,1
6337161,7298458,1,4,-3
6507080,7598573,4,4,0
6507080,7598573,11,1,10
5569207,8293965,1,11,-10
5569207,8293965,10,8,2
5569207,8293965,12,2,10
6293755,8734109,3,1,2
6293755,8734109,12,4,8
6396907,6529500,2,2,0
6396907,6529500,11,4,7
7401453,7779606,1,1,0
7401453,7779606,2,2,0
7401453,7779606,3,3,0
7401453,7779606,4,4,0
7401453,7779606,5,5,0
7401453,7779606,6,6,0
7401453,7779606,7,7,0
7401453,7779606,8,8,0
7401453,7779606,9,9,0
7401453,7779606,10,10,0
7401453,7779606,11,11,0
7401453,7779606,12,12,0
4393366,6993161,11,8,3
6551946,6902960,1,1,0
6551946,6902960,4,5,-1
4913520,7308171,2,4,-2
4913520,7308171,3,1,2
4796244,5241529,3,9,-6
4796244,5241529,9,5,4
4147619,5062532,5,3,2
4147619,5062532,6,9,-3
5239540,7818773,2,8,-6
5239540,7818773,10,1,9
5144375,6671426,1,7,-6
5144375,6671426,3,1,2
5144375,6671426,8,10,-2
5482373,6471085,1,4,-3
5482373,6471085,2,3,-1
5482373,6471085,4,13,-9
7245871,8672324,3,7,-4
6292528,6429718,4,1,3
6292528,6429718,5,4,1
6292528,6429718,8,10,-2
7219717,8186719,7,2,5
7219717,8186719,8,8,0
7219717,8186719,10,6,4
4805294,4978585,5,8,-3
4805294,4978585,6,9,-3
4805294,4978585,7,1,6
4805294,4978585,8,12,-4
5149025,5331311,1,2,-1
5149025,5331311,3,3,0
5149025,5331311,6,1,5
5149025,5331311,7,8,-1
4221416,5024476,6,8,-2
4350433,4427286,1,10,-9
4350433,4427286,2,12,-10
4350433,4427286,3,4,-1
4350433,4427286,7,6,1
6987433,7388455,1,1,0
6987433,7388455,3,3,0
6987433,7388455,4,4,0
6987433,7388455,7,10,-3
6987433,7388455,13,11,2
5301147,6380592,2,7,-5
5301147,6380592,3,1,2
5301147,6380592,13,3,10
4865231,6499900,1,8,-7
4865231,6499900,4,5,-1
4936511,6942126,1,2,-1
4936511,6942126,2,1,1
4936511,6942126,6,4,2
4936511,6942126,9,11,-2
6477384,7027827,3,7,-4
6477384,7027827,10,2,8
6477384,7027827,12,12,0
6477384,7027827,13,9,4
5003889,5562038,1,6,-5
5003889,5562038,2,8,-6
5003889,5562038,6,10,-4
6164865,6666616,1,1,0
5587097,7361869,8,4,4
6270569,8349077,2,4,-2
6270569,8349077,10,5,5
4161075,6062236,3,1,2
4161075,6062236,4,6,-2
5498421,6414139,11,6,5
4952491,5298387,1,9,-8
4952491,5298387,3,3,0
4952491,5298387,4,2,2
4952491,5298387,5,11,-6
4952491,5298387,6,5,1
4952491,5298387,13,12,1
4851069,7727211,6,1,5
4042131,4906161,2,1,1
4042131,4906161,5,7,-2
6095084,7470626,1,3,-2
6095084,7470626,7,2,5
6095084,7470626,8,10,-2
7748079,8210804,10,13,-3
4339944,5064412,2,6,-4
6349883,7885959,12,3,9
6070380,7603823,4,1,3
6070380,7603823,6,2,4
5577809,7494192,1,3,-2
5577809,7494192,2,4,-2
5577809,7494192,3,2,1
5577809,7494192,4,13,-9
4532489,4926543,1,3,-2
6510959,7287663,6,4,2
4390393,6979876,4,7,-3
7065953,8584464,2,1,1
7065953,8584464,9,4,5
5487160,6948039,1,7,-6
5487160,6948039,4,8,-4
5281834,6423990,6,9,-3
6470252,8751084,5,2,3
8090428,8662684,5,8,-3
4159441,4671586,1,3,-2
4159441,4671586,3,1,2
4159441,4671586,4,4,0
6438202,8154001,1,12,-11
6438202,8154001,2,4,-2
5303085,5642227,1,1,0
5303085,5642227,2,2,0
5303085,5642227,3,3,0
5303085,5642227,4,4,0
5303085,5642227,5,5,0
5303085,5642227,6,6,0
5303085,5642227,7,7,0
5303085,5642227,8,8,0
5303085,5642227,9,9,0
5303085,5642227,10,10,0
5303085,5642227,12,11,1
5303085,5642227,13,12,1
6579153,8506359,2,5,-3
6579153,8506359,8,12,-4
6579153,8506359,9,13,-4
5192326,6533817,1,2,-1
5192326,6533817,3,5,-2
5192326,6533817,4,3,1
5192326,6533817,6,4,2
5192326,6533817,13,11,2
4995928,6547915,2,3,-1
4349392,6206982,5,6,-1
4349392,6206982,10,2,8
4562728,5492006,4,1,3
4661897,6243275,9,10,-1
6535328,7587144,3,11,-8
6535328,7587144,4,5,-1
6535328,7587144,10,3,7
6535328,7587144,11,2,9
6308655,7861669,1,1,0
6308655,7861669,3,4,-1
6308655,7861669,5,6,-1
6308655,7861669,8,2,6
5005102,6459137,1,5,-4
5005102,6459137,3,4,-1
5005102,6459137,9,2,7
5005102,6459137,10,6,4
5005102,6459137,13,10,3
5211570,6091200,2,4,-2
4624575,6554465,5,1,4
6195140,7068335,1,1,0
6195140,7068335,3,2,1
6153688,7659335,2,4,-2
6153688,7659335,3,8,-5
6153688,7659335,4,3,1
6153688,7659335,5,10,-5
6153688,7659335,6,11,-5
6153688,7659335,7,5,2
7209278,7310178,1,1,0
7209278,7310178,2,3,-1
7209278,7310178,5,9,-4
7209278,7310178,6,13,-7
7209278,7310178,10,5,5
7209278,7310178,11,7,4
7209278,7310178,12,8,4
6578073,7127503,5,6,-1
6578073,7127503,8,5,3
5243592,7848240,10,2,8
6450130,7819089,1,8,-7
6450130,7819089,4,4,0
6091846,7826649,4,3,1
5430644,7587363,5,2,3
5279543,8465425,9,12,-3
4761197,5030190,3,3,0
4761197,5030190,9,8,1
6850644,8457416,2,2,0
5481471,8736303,5,2,3
5481471,8736303,9,10,-1
4787805,6202655,4,1,3
4051522,5374965,8,6,2
3994318,5137055,3,1,2
3994318,5137055,12,6,6
3994318,5137055,13,7,6
6126590,7500946,1,2,-1
6126590,7500946,5,3,2
6072227,6218268,9,5,4
4081879,8461726,1,12,-11
4081879,8461726,12,10,2
4920618,7875052,1,3,-2
5028983,8004798,4,5,-1
5028983,8004798,10,4,6
4779917,6082805,1,1,0
4779917,6082805,8,13,-5
7378280,7820427,1,3,-2
7378280,7820427,3,12,-9
5269763,8740785,12,6,6
5269763,8740785,13,11,2
6336137,7720842,10,5,5
7105429,7531886,1,4,-3
7105429,7531886,5,12,-7
5644801,6374428,6,2,4
4705820,5342395,1,12,-11
4705820,5342395,3,3,0
4705820,5342395,4,5,-1
4705820,5342395,7,10,-3
4705820,5342395,9,11,-2
4705820,5342395,13,13,0
5503016,6388887,9,2,7
5503016,6388887,12,6,6
4805575,5191867,2,4,-2
4805575,5191867,6,5,1
4805575,5191867,10,1,9
5269190,6178822,4,11,-7
5269190,6178822,6,5,1
5269190,6178822,13,10,3
5176644,8273022,6,8,-2
5142224,7176705,3,2,1
5142224,7176705,6,7,-1
4215181,5312696,2,1,1
4215181,5312696,3,8,-5
4215181,5312696,7,9,-2
4215181,5312696,8,3,5
4215181,5312696,10,6,4
7009877,8755222,5,3,2
7009877,8755222,7,6,1
7009877,8755222,9,1,8
7009877,8755222,13,4,9
6962039,7337600,1,3,-2
6962039,7337600,2,4,-2
6962039,7337600,6,11,-5
6962039,7337600,7,7,0
5525229,6860996,2,4,-2
5525229,6860996,6,6,0
5525229,6860996,12,12,0
4794412,5200770,2,2,0
4794412,5200770,8,7,1
5448009,6291757,6,9,-3
5448009,6291757,7,4,3
7115919,7600083,7,3,4
7115919,7600083,11,12,-1
4575227,4758865,1,1,0
4575227,4758865,8,2,6
6891838,8010319,6,3,3
5059818,6535024,1,1,0
5059818,6535024,4,3,1
7347812,8388514,3,11,-8
6224018,7556040,7,3,4
4553852,6527437,2,6,-4
4553852,6527437,4,5,-1
4074599,5284304,1,2,-1
4074599,5284304,4,1,3
6959078,8155275,4,3,1
4983886,5347422,1,5,-4
4983886,5347422,5,3,2
4983886,5347422,7,6,1
5347305,6542593,1,1,0
7042688,7455538,10,7,3
4003426,4825939,11,4,7
6154771,7149788,3,11,-8
7318713,7686604,4,1,3
7318713,7686604,13,4,9
4190795,5345167,2,11,-9
4190795,5345167,6,3,3
5364374,6503231,1,1,0
7377081,8112967,5,5,0
4007300,6576323,3,4,-1
4007300,6576323,9,2,7
4007300,6576323,13,5,8
4229676,4465987,2,3,-1
4229676,4465987,3,9,-6
4229676,4465987,5,5,0
7685426,7953270,5,1,4
7685426,7953270,7,2,5
5269758,6595967,1,3,-2
5406317,7665823,5,4,1
5406317,7665823,6,10,-4
6152363,7117066,2,4,-2
5310404,8423131,3,1,2
5310404,8423131,12,3,9
6998826,7906952,1,1,0
6998826,7906952,2,5,-3
6998826,7906952,3,2,1
6998826,7906952,10,11,-1
4930054,6210024,2,1,1
4930054,6210024,3,4,-1
6567654,7471940,3,9,-6
6567654,7471940,8,10,-2
5252369,7556217,1,6,-5
5252369,7556217,7,12,-5
5376593,7067861,6,1,5
5376593,7067861,10,6,4
6153048,6626223,1,2,-1
6153048,6626223,4,3,1
6153048,6626223,5,13,-8
6153048,6626223,12,5,7
5010998,7124876,1,1,0
5430715,6427174,6,3,3
4687107,5044504,1,3,-2
7147481,8154883,7,4,3
5151429,6204273,2,3,-1
5151429,6204273,3,5,-2
5151429,6204273,7,4,3
5151429,6204273,10,8,2
5151429,6204273,12,9,3
5638399,6275518,1,1,0
5638399,6275518,2,2,0
7266207,8280076,1,4,-3
4929624,5446153,2,1,1
4929624,5446153,4,8,-4
4929624,5446153,5,5,0
4929624,5446153,8,12,-4
4929624,5446153,13,13,0
4923935,6153710,2,5,-3
4923935,6153710,3,9,-6
4923935,6153710,4,8,-4
4923935,6153710,6,11,-5
4923935,6153710,11,12,-1
7140861,7920329,12,2,10
6077057,7309220,1,5,-4
6077057,7309220,2,4,-2
6077057,7309220,3,11,-8
6077057,7309220,7,3,4
6295558,7613803,6,1,5
4837565,7520634,1,10,-9
4837565,7520634,2,9,-7
4837565,7520634,6,4,2
5047299,7858256,4,1,3
5047299,7858256,9,10,-1
5339465,6536050,1,5,-4
5339465,6536050,2,3,-1
4809432,7043841,2,2,0
4809432,7043841,3,6,-3
4809432,7043841,7,10,-3
4809432,7043841,9,5,4
7206692,8165802,3,3,0
7206692,8165802,10,10,0
6365485,6960503,1,2,-1
6365485,6960503,2,1,1
6365485,6960503,3,10,-7
6365485,6960503,4,11,-7
6365485,6960503,12,4,8
4264705,5006447,4,6,-2
4264705,5006447,5,3,2
4264705,5006447,9,5,4
4264705,5006447,10,2,8
8197641,8465584,1,2,-1
8197641,8465584,2,1,1
8197641,8465584,3,3,0
8197641,8465584,4,5,-1
8197641,8465584,5,10,-5
8197641,8465584,6,12,-6
8197641,8465584,7,13,-6
8197641,8465584,12,4,8
4547851,7132926,2,3,-1
4547851,7132926,3,7,-4
7359920,8001080,2,2,0
5202471,5399586,10,7,3
7433944,8719319,3,4,-1
7433944,8719319,12,2,10
5292303,8517965,1,2,-1
5292303,8517965,3,4,-1
5292303,8517965,10,8,2
7772224,7994325,1,1,0
7772224,7994325,2,2,0
7772224,7994325,3,3,0
7772224,7994325,4,4,0
7772224,7994325,5,5,0
7772224,7994325,6,6,0
7772224,7994325,7,7,0
7772224,7994325,8,8,0
7772224,7994325,9,9,0
7772224,7994325,11,10,1
7772224,7994325,12,11,1
7772224,7994325,13,12,1
4263057,4353159,12,3,9
4702653,5211518,6,13,-7
4446280,4743498,5,5,0
4366722,4722014,1,1,0
4911742,5059229,8,11,-3
4025675,4121005,3,9,-6
6456306,8285855,1,5,-4
6456306,8285855,4,6,-2
6456306,8285855,9,2,7
7254265,8077393,1,2,-1
6892529,8105542,1,2,-1
6892529,8105542,7,7,0
6892529,8105542,10,5,5
5396290,8485450,9,8,1
4403988,6887216,11,1,10
4827500,8315364,11,1,10
6383975,7749937,9,5,4
4554924,5078138,1,13,-12
4554924,5078138,2,5,-3
6188993,7756896,8,12,-4
6626488,7781704,1,4,-3
6626488,7781704,12,3,9
5356433,7862605,2,12,-10
7255969,8465891,1,5,-4
7255969,8465891,3,7,-4
7255969,8465891,5,6,-1
7255969,8465891,11,2,9
4853804,5062013,1,4,-3
4853804,5062013,4,1,3
4853804,5062013,10,7,3
4177927,5321860,2,6,-4
4880331,5433547,12,1,11
5217224,7892093,2,2,0
5217224,7892093,3,4,-1
4091695,6176155,1,1,0
4091695,6176155,2,8,-6
5650338,6955954,4,4,0
6072964,7206541,3,3,0
6072964,7206541,6,1,5
6072964,7206541,9,8,1
5167041,7976284,7,2,5
6982429,8357913,4,2,2
6982429,8357913,8,4,4
7113913,8024248,1,1,0
7113913,8024248,2,9,-7
3991766,6534081,9,7,2
5193553,8608718,2,2,0
5193553,8608718,5,3,2
4929196,6886538,2,6,-4
4035043,6312235,1,2,-1
4035043,6312235,3,4,-1
5574630,7162795,6,1,5
5574630,7162795,13,3,10
7043526,7257604,1,1,0
7043526,7257604,2,8,-6
7043526,7257604,3,3,0
7043526,7257604,5,13,-8
7043526,7257604,6,2,4
7043526,7257604,8,10,-2
5112890,6306939,3,7,-4
5112890,6306939,8,6,2
4788975,6251121,13,3,10
6901306,7266418,8,2,6
6066149,6391037,3,4,-1
6066149,6391037,6,13,-7
6066149,6391037,12,6,6
6085176,7650307,1,6,-5
6085176,7650307,6,3,3
5318589,7150097,1,1,0
5150116,8517627,1,2,-1
6366308,7763828,3,1,2
6366308,7763828,4,2,2
6366308,7763828,6,4,2
7342641,7659989,12,6,6
7006848,8203978,7,8,-1
5188230,6913149,12,2,10
5188230,6913149,13,12,1
6210277,7684882,4,1,3
6210277,7684882,5,3,2
6210277,7684882,10,5,5
6313913,7388659,1,1,0
6313913,7388659,4,5,-1
6313913,7388659,9,2,7
4491628,6946236,6,6,0
4491628,6946236,12,1,11
7274191,8339135,2,7,-5
