parent_pno,child_pno,parent_term_rank,child_term_rank,slope CTR-CTR
7658898,7833932,7,7,0
7658898,7833932,8,8,0
7658898,7833932,9,9,0
7658898,7833932,10,10,0
7658898,7833932,11,11,0
7658898,7833932,12,12,0
7658898,7833932,13,13,0
5525843,7097226,1,7,-6
5525843,7097226,3,6,-3
5525843,7097226,7,2,5
5525843,7097226,12,11,1
4607851,5065493,1,2,-1
4607851,5065493,2,3,-1
4607851,5065493,3,13,-10
4607851,5065493,4,4,0
4607851,5065493,5,10,-5
6178187,7136565,5,1,4
4721763,5556820,1,7,-6
4721763,5556820,6,10,-4
4721763,5556820,8,5,3
4084940,6949235,3,6,-3
4084940,6949235,8,4,4
6603111,8669940,2,6,-4
4054891,5034765,2,6,-4
4054891,5034765,3,2,1
4054891,5034765,5,9,-4
4054891,5034765,6,3,3
4054891,5034765,7,5,2
5224034,8015059,1,11,-10
6418946,8739729,1,2,-1
6418946,8739729,2,1,1
6418946,8739729,6,4,2
5481539,7848316,3,3,0
4136955,4543730,5,5,0
6079316,8286547,3,3,0
4696746,7083956,4,4,0
4696746,7083956,13,7,6
7069220,8738380,11,1,10
4375815,8721599,4,1,3
4375815,8721599,11,5,6
4010854,6964233,3,4,-1
4010854,6964233,4,12,-8
4010854,6964233,12,7,5
6546391,8438330,2,3,-1
6221612,8283116,9,12,-3
6623022,7078630,2,2,0
4780177,6188301,4,3,1
4780177,6188301,9,5,4
5330049,5522487,1,6,-5
5330049,5522487,6,13,-7
7251017,8629971,9,13,-4
7587721,8667507,2,1,1
4064275,4994286,2,2,0
6143926,8178054,1,12,-11
6143926,8178054,13,9,4
6332631,7673909,1,7,-6
6283386,7654223,4,7,-3
6283386,7654223,5,4,1
6283386,7654223,13,5,8
6120571,8029754,3,13,-10
6120571,8029754,5,1,4
6120571,8029754,12,2,10
6578910,7559610,1,6,-5
6578910,7559610,5,2,3
6578910,7559610,7,10,-3
6078926,7890546,2,4,-2
6078926,7890546,5,9,-4
6318037,8297007,1,3,-2
6318037,8297007,2,2,0
4892847,5252521,3,2,1
4892847,5252521,6,4,2
4892847,5252521,8,7,1
4796619,5230330,1,1,0
4796619,5230330,8,6,2
7642469,8237071,9,5,4
4832055,8114116,3,7,-4
4832055,8114116,5,5,0
4832055,8114116,9,8,1
4552544,5482437,3,10,-7
4945799,7373732,1,3,-2
4945799,7373732,5,8,-3
4945799,7373732,7,2,5
4945799,7373732,8,7,1
3941198,8330408,1,8,-7
3941198,8330408,7,1,6
4551673,7989929,3,3,0
4551673,7989929,4,2,2
4551673,7989929,9,1,8
6183519,8277511,2,1,1
6183519,8277511,6,6,0
6183519,8277511,7,3,4
5616919,7351963,3,4,-1
6220851,7128566,1,1,0
6220851,7128566,6,5,1
6856787,7453396,2,4,-2
6856787,7453396,9,1,8
5400969,6135360,10,7,3
6671248,7242660,2,4,-2
6671248,7242660,8,1,7
6671248,7242660,12,9,3
7510052,8066098,1,1,0
7510052,8066098,2,2,0
7510052,8066098,3,3,0
7510052,8066098,4,4,0
7510052,8066098,5,5,0
7510052,8066098,6,6,0
7510052,8066098,7,7,0
7510052,8066098,8,8,0
7510052,8066098,9,9,0
7510052,8066098,10,10,0
7510052,8066098,11,11,0
7510052,8066098,12,12,0
7510052,8066098,13,13,0
4572053,7646157,4,3,1
4146662,5324382,3,9,-6
4764900,4953130,5,2,3
6421134,7551313,1,10,-9
4894672,7772532,3,12,-9
4894672,7772532,11,6,5
5536906,6459343,13,13,0
6417068,7113258,7,3,4
6438487,7061130,3,1,2
6438487,7061130,4,10,-6
6438487,7061130,8,5,3
6195794,8150746,1,13,-12
4877520,8603346,2,3,-1
4877520,8603346,3,4,-1
4877520,8603346,13,5,8
4104403,8299127,7,7,0
6285438,7068350,1,5,-4
6285438,7068350,13,3,10
5288286,6224538,10,12,-2
4634085,6357697,1,5,-4
6134338,7113961,6,2,4
6882214,7288998,5,11,-6
4123269,4281054,5,2,3
4123269,4281054,6,7,-1
4123269,4281054,8,4,4
6653560,7064269,1,6,-5
6653560,7064269,2,4,-2
6653560,7064269,3,10,-7
6653560,7064269,10,2,8
5007904,7029459,1,4,-3
5007904,7029459,3,1,2
5007904,7029459,6,2,4
5038163,6396540,3,1,2
5038163,6396540,12,7,5
6581441,7261812,3,6,-3
6581441,7261812,5,2,3
5012772,5125366,1,3,-2
5012772,5125366,3,4,-1
5012772,5125366,9,6,3
7351066,8087939,1,1,0
7351066,8087939,2,3,-1
7351066,8087939,3,2,1
7351066,8087939,4,4,0
7351066,8087939,5,5,0
7351066,8087939,6,6,0
7351066,8087939,7,7,0
7351066,8087939,8,8,0
7351066,8087939,9,9,0
7351066,8087939,10,10,0
7351066,8087939,11,11,0
7351066,8087939,12,12,0
7351066,8087939,13,13,0
4234595,7473711,2,3,-1
4234595,7473711,12,4,8
4549547,7465546,1,1,0
4549547,7465546,3,10,-7
4776236,7059433,1,9,-8
4776236,7059433,2,2,0
4776236,7059433,11,6,5
6399144,7105198,12,1,11
4103943,5131632,1,2,-1
4103943,5131632,7,3,4
5614830,6453738,1,1,0
5614830,6453738,3,7,-4
7075175,7557596,1,1,0
7075175,7557596,3,2,1
4374690,7039990,10,5,5
6847089,7829939,4,1,3
6847089,7829939,6,2,4
3946448,7069602,1,3,-2
3946448,7069602,5,2,3
5243596,5598568,1,3,-2
5243596,5598568,5,8,-3
5243596,5598568,12,13,-1
5414640,8078330,2,1,1
5373330,7058965,2,4,-2
5246602,6380138,1,7,-6
5246602,6380138,8,4,4
7558332,8229027,3,7,-4
7558332,8229027,6,9,-3
7284904,8460189,3,8,-5
6280423,8152951,2,5,-3
6280423,8152951,4,4,0
6280423,8152951,6,3,3
6924009,7782438,1,13,-12
6924009,7782438,2,1,1
6924009,7782438,5,2,3
6924009,7782438,7,3,4
6924009,7782438,10,7,3
4822488,7981248,7,6,1
5335046,6164204,1,2,-1
5335046,6164204,2,1,1
5335046,6164204,10,13,-3
4127916,8490239,1,1,0
4127916,8490239,2,10,-8
6419389,7461975,3,12,-9
6419389,7461975,10,2,8
4677385,5574371,3,7,-4
4677385,5574371,6,2,4
4677385,5574371,13,9,4
5593026,6152508,1,2,-1
5593026,6152508,4,5,-1
5593026,6152508,10,6,4
4281352,4491872,1,1,0
4281352,4491872,2,9,-7
4281352,4491872,6,2,4
4281352,4491872,8,6,2
6132222,7210225,13,1,12
4772550,6485982,12,1,11
6238702,8252303,11,10,1
6238702,8252303,12,11,1
6476358,7334922,1,1,0
6476358,7334922,13,11,2
4084018,4612233,4,2,2
4415112,8636187,1,1,0
4415112,8636187,2,4,-2
4415112,8636187,3,6,-3
6281109,6653220,1,1,0
6281109,6653220,2,2,0
6281109,6653220,3,3,0
6281109,6653220,4,4,0
6281109,6653220,5,5,0
6281109,6653220,6,6,0
6281109,6653220,7,7,0
6281109,6653220,8,8,0
6281109,6653220,9,9,0
6281109,6653220,10,10,0
6281109,6653220,11,11,0
6281109,6653220,12,12,0
6281109,6653220,13,13,0
5572072,6515363,2,4,-2
5572072,6515363,7,3,4
5545134,7556642,1,4,-3
5545134,7556642,2,1,1
5545134,7556642,6,2,4
5545134,7556642,8,5,3
6665107,8665510,3,2,1
6665107,8665510,6,10,-4
6665107,8665510,9,13,-4
6665107,8665510,11,4,7
5157711,7715534,2,3,-1
5157711,7715534,5,4,1
8381359,8573773,1,5,-4
8381359,8573773,5,6,-1
8381359,8573773,9,4,5
8381359,8573773,12,8,4
6264666,8722068,4,5,-1
6264666,8722068,12,4,8
5549859,8152510,2,5,-3
4531227,8126116,2,2,0
7676206,8208883,1,7,-6
7676206,8208883,6,3,3
7676206,8208883,8,9,-1
7265079,7550413,10,3,7
7265079,7550413,11,2,9
4612978,6257320,5,3,2
4612978,6257320,8,5,3
7114830,8232724,1,9,-8
7114830,8232724,2,13,-11
5082271,5288065,6,2,4
6143451,6410208,3,12,-9
5489185,7137233,1,4,-3
5489185,7137233,2,3,-1
5489185,7137233,12,1,11
5578808,7523860,8,10,-2
3946358,5001476,1,2,-1
3946358,5001476,3,3,0
6203587,6622519,9,7,2
4822569,5650577,4,3,1
4943273,7211037,9,7,2
6361499,8376938,8,11,-3
4221405,7578315,7,3,4
4769603,7167003,2,13,-11
4769603,7167003,5,5,0
4158168,5012195,5,5,0
5275787,6976590,1,2,-1
5275787,6976590,8,10,-2
7265455,8125182,7,10,-3
6213579,7806498,3,7,-4
7359917,8266397,1,1,0
5240954,7947724,7,8,-1
7822728,8255373,13,7,6
4428498,4946062,5,3,2
4428498,4946062,10,7,3
6083254,8636786,5,8,-3
6975727,7650491,1,2,-1
4863769,5032463,6,10,-4
4863769,5032463,7,2,5
4863769,5032463,9,3,6
4863769,5032463,11,1,10
4629673,5358819,10,5,5
4932316,5421885,1,2,-1
4932316,5421885,2,1,1
4932316,5421885,3,3,0
4932316,5421885,5,11,-6
6468906,7692301,4,4,0
6486726,6921182,1,1,0
7053665,7746109,1,10,-9
7053665,7746109,12,7,5
4076436,5033557,7,8,-1
5115233,7627305,7,8,-1
4264333,4681597,1,10,-9
8031420,8654464,1,1,0
8031420,8654464,2,7,-5
8031420,8654464,11,2,9
5175871,5548803,6,8,-2
5175871,5548803,7,10,-3
4335434,4706215,1,1,0
4335434,4706215,2,3,-1
4335434,4706215,6,2,4
4335434,4706215,7,5,2
4335434,4706215,9,11,-2
4335434,4706215,12,9,3
6169542,7639275,3,3,0
3939281,4246184,2,2,0
3939281,4246184,3,12,-9
3939281,4246184,11,4,7
3997007,4086843,4,1,3
3997007,4086843,7,6,1
5300040,6193696,3,2,1
5300040,6193696,6,5,1
5300040,6193696,8,8,0
4002545,6432793,5,1,4
4002545,6432793,13,3,10
6261293,8267969,1,8,-7
7217269,7702495,1,13,-12
7070367,7320566,8,5,3
7070367,7320566,13,11,2
6301513,7142934,1,4,-3
6301513,7142934,4,1,3
4969892,7112171,10,5,5
3989210,4343451,11,10,1
4601380,6467604,1,1,0
4601380,6467604,10,2,8
6293866,8162737,1,8,-7
6293866,8162737,5,4,1
6293866,8162737,10,1,9
4217165,4721688,1,11,-10
4217165,4721688,3,5,-2
4217165,4721688,6,6,0
4217165,4721688,12,3,9
5648020,6517776,1,1,0
5648020,6517776,2,2,0
6447489,8460337,6,4,2
4689444,7180002,6,5,1
4689444,7180002,8,7,1
6256638,6457651,4,8,-4
6256638,6457651,10,6,4
6256638,6457651,13,2,11
5523520,7807898,4,2,2
5523520,7807898,7,4,3
5523520,7807898,9,6,3
5523520,7807898,13,11,2
5154172,8055347,2,2,0
5154172,8055347,9,9,0
5488992,7762344,6,1,5
4871006,6461464,8,7,1
4871006,6461464,13,8,5
5258016,5584860,1,2,-1
5258016,5584860,2,1,1
5258016,5584860,3,3,0
5258016,5584860,11,13,-2
5526509,6324630,1,10,-9
5526509,6324630,12,11,1
4939515,8542831,1,2,-1
5110629,5330601,3,6,-3
5110629,5330601,8,10,-2
5110629,5330601,9,11,-2
5167097,8215066,2,11,-9
5394808,6550404,2,5,-3
5394808,6550404,6,2,4
5394808,6550404,7,9,-2
5394808,6550404,9,11,-2
4864328,6065830,8,1,7
4864328,6065830,11,5,6
5226863,7406278,3,11,-8
5226863,7406278,4,8,-4
6214781,6429180,1,1,0
6214781,6429180,3,3,0
6214781,6429180,4,4,0
6214781,6429180,5,5,0
6214781,6429180,7,7,0
6214781,6429180,8,8,0
6214781,6429180,9,9,0
6214781,6429180,10,11,-1
6214781,6429180,11,12,-1
6214781,6429180,12,13,-1
5013038,8601528,4,9,-5
4453361,4693653,1,12,-11
4453361,4693653,6,4,2
4027832,4717090,1,1,0
4027832,4717090,7,2,5
4988337,8206361,2,3,-1
5233470,8254034,1,1,0
5233470,8254034,6,8,-2
5179274,7297471,11,7,4
4768691,5090605,9,6,3
4768691,5090605,11,12,-1
5483873,6287424,1,8,-7
5483873,6287424,4,7,-3
5483873,6287424,5,6,-1
4053901,4955507,6,1,5
5299264,6337913,1,1,0
5299264,6337913,2,10,-8
5299264,6337913,4,3,1
7500979,8479969,5,5,0
7500979,8479969,9,2,7
8416634,8593886,2,6,-4
8416634,8593886,7,12,-5
8416634,8593886,8,2,6
4375088,4879707,1,2,-1
4375088,4879707,4,9,-5
4375088,4879707,5,4,1
6530308,7063007,1,1,0
5046027,8683182,4,5,-1
4057619,5443505,2,5,-3
4057619,5443505,3,10,-7
4057619,5443505,4,11,-7
5525551,6521544,4,7,-3
5525551,6521544,5,10,-5
5525551,6521544,13,6,7
4670086,7968911,2,1,1
4670086,7968911,5,12,-7
4670086,7968911,12,8,4
4149440,4701872,7,1,6
6280297,6506098,1,2,-1
6280297,6506098,2,1,1
7761712,8265276,1,5,-4
7761712,8265276,5,4,1
7761712,8265276,10,3,7
7761712,8265276,12,7,5
8024483,8706802,2,2,0
8024483,8706802,8,4,4
8024483,8706802,9,3,6
4847818,6192253,3,6,-3
4847818,6192253,4,7,-3
4847818,6192253,6,2,4
4847818,6192253,8,4,4
4119688,6919152,2,3,-1
4119688,6919152,5,11,-6
6510424,8694491,1,2,-1
6510424,8694491,8,1,7
5426378,7782087,2,7,-5
5426378,7782087,6,4,2
4352606,6604892,8,5,3
5179683,6651116,5,2,3
5262325,7390633,1,1,0
5262325,7390633,2,4,-2
5595252,8296115,3,2,1
5595252,8296115,4,9,-5
4319735,5010917,1,1,0
6193811,6370796,1,4,-3
6193811,6370796,3,1,2
6214040,7497872,1,1,0
4838434,8480908,3,5,-2
4621026,5019163,1,12,-11
4621026,5019163,10,3,7
4368098,5539248,9,8,1
5257990,7150747,4,9,-5
5257990,7150747,5,4,1
5257990,7150747,13,11,2
6560471,8066639,4,4,0
5201979,5387301,1,10,-9
5201979,5387301,2,1,1
5201979,5387301,3,3,0
5201979,5387301,5,12,-7
5201979,5387301,6,9,-3
6137193,7522400,1,1,0
6137193,7522400,2,7,-5
6137193,7522400,8,12,-4
5122138,7429262,5,1,4
4564880,5238110,4,7,-3
5256362,7753296,12,3,9
6610622,8227055,1,2,-1
6610622,8227055,6,10,-4
6610622,8227055,12,6,6
4176930,4609269,1,2,-1
4176930,4609269,3,11,-8
4176930,4609269,5,8,-3
4176930,4609269,6,10,-4
3975980,8695317,8,1,7
3975980,8695317,13,7,6
5157510,8355621,2,5,-3
5157510,8355621,6,1,5
5157510,8355621,8,11,-3
5157510,8355621,9,13,-4
5157510,8355621,10,8,2
6339603,7386205,5,11,-6
4030498,8133203,4,1,3
5393968,8733658,1,1,0
5393968,8733658,2,2,0
5393968,8733658,3,8,-5
4062750,4938860,2,7,-5
4062750,4938860,4,2,2
4062750,4938860,6,11,-5
4062750,4938860,8,1,7
4062750,4938860,9,6,3
4062750,4938860,12,9,3
7930117,8340930,2,1,1
7930117,8340930,4,5,-1
7930117,8340930,5,8,-3
7930117,8340930,6,3,3
7930117,8340930,11,6,5
4792082,7552563,6,3,3
4676772,8480612,1,1,0
4676772,8480612,3,2,1
5298349,6503646,4,3,1
5298349,6503646,5,6,-1
5298349,6503646,9,12,-3
6977839,7626846,8,3,5
6977839,7626846,9,8,1
6530836,7559839,1,5,-4
6530836,7559839,2,4,-2
6530836,7559839,5,6,-1
6530836,7559839,6,10,-4
6530836,7559839,9,8,1
5021879,7099515,3,7,-4
5021879,7099515,4,9,-5
5021879,7099515,5,3,2
5395822,7375136,3,1,2
5395822,7375136,7,5,2
5395822,7375136,9,6,3
6991631,8361068,1,1,0
6991631,8361068,5,3,2
7472870,7861983,3,12,-9
7472870,7861983,7,2,5
4671958,7115573,1,7,-6
4671958,7115573,7,3,4
4821096,5479039,1,8,-7
4821096,5479039,3,12,-9
4821096,5479039,9,5,4
6285458,6476811,1,9,-8
6285458,6476811,5,5,0
6285458,6476811,6,7,-1
3975304,6507477,8,4,4
6849190,7972501,4,3,1
6120213,6913421,8,2,6
6088800,7900055,1,6,-5
6088800,7900055,9,3,6
6241242,7791751,2,2,0
6241242,7791751,12,9,3
8185646,8520807,2,8,-6
6572697,8268119,3,5,-2
6572697,8268119,4,10,-6
6572697,8268119,5,4,1
6917086,7385800,7,8,-1
6917086,7385800,8,1,7
6189944,7698145,1,1,0
6189944,7698145,2,5,-3
6307775,7400012,1,8,-7
6307775,7400012,11,2,9
7261743,7645304,1,1,0
7261743,7645304,2,2,0
7261743,7645304,4,9,-5
7261743,7645304,6,11,-5
4452843,5311017,4,1,3
4452843,5311017,5,8,-3
7061016,8120033,2,5,-3
7061016,8120033,8,10,-2
7061016,8120033,13,12,1
4636217,7063700,1,1,0
4636217,7063700,3,5,-2
4636217,7063700,5,11,-6
4636217,7063700,6,10,-4
4636217,7063700,11,3,8
4377649,4711689,1,11,-10
7607749,8240801,6,6,0
7235810,7714329,1,6,-5
7235810,7714329,10,3,7
4164946,7555338,1,7,-6
4787706,6839935,4,4,0
4787706,6839935,9,8,1
6297824,8255820,8,4,4
7143091,7672956,3,7,-4
5061259,6383960,2,1,1
3931648,7955386,4,4,0
3931648,7955386,6,1,5
3931648,7955386,8,3,5
3931648,7955386,13,10,3
6057705,8067948,2,10,-8
6057705,8067948,12,2,10
3986335,4143507,5,2,3
3986335,4143507,6,10,-4
3986335,4143507,13,6,7
5086330,6137124,2,9,-7
5086330,6137124,7,3,4
7147059,7845411,8,7,1
5150304,8241293,1,3,-2
4058340,4792176,1,1,0
4058340,4792176,2,2,0
4058340,4792176,3,3,0
4997432,7618439,10,1,9
6169058,7306037,4,7,-3
6169058,7306037,8,8,0
6282094,7338884,9,10,-1
4146843,4443769,9,8,1
4146843,4443769,10,9,1
4146843,4443769,13,10,3
7345657,8395607,12,2,10
6477374,7376226,4,3,1
6998980,8425469,2,5,-3
4408646,7658455,1,3,-2
4408646,7658455,3,4,-1
4408646,7658455,6,11,-5
4903528,6149770,3,3,0
4903528,6149770,12,6,6
5076656,7661886,1,2,-1
5076656,7661886,3,5,-2
5076656,7661886,4,1,3
4233244,5321180,6,2,4
4435193,6296690,1,3,-2
4435193,6296690,3,9,-6
4339247,7122943,1,3,-2
4339247,7122943,11,6,5
5502766,7913095,2,2,0
7264237,8668198,1,9,-8
7264237,8668198,2,1,1
6640773,7089908,2,8,-6
6640773,7089908,3,7,-4
6640773,7089908,10,6,4
6214306,7704483,6,3,3
5565973,6567643,6,2,4
5565973,6567643,11,13,-2
7130389,8358751,2,5,-3
5036201,6602488,2,3,-1
5036201,6602488,6,5,1
7654083,8205708,2,6,-4
7654083,8205708,6,3,3
5637110,6162220,1,2,-1
5637110,6162220,6,8,-2
5614484,8282878,12,8,4
4835034,6481171,7,3,4
4835034,6481171,8,1,7
4046840,4386188,1,3,-2
4046840,4386188,2,2,0
5613980,7753950,1,3,-2
5613980,7753950,5,2,3
5613980,7753950,7,10,-3
5613980,7753950,11,5,6
6493437,8102994,1,2,-1
5338422,8137510,1,9,-8
5120415,5654037,2,3,-1
5120415,5654037,5,5,0
4864624,5577126,4,5,-1
4357884,4641457,3,5,-2
4357884,4641457,5,2,3
6661863,6952127,1,1,0
6661863,6952127,2,2,0
6661863,6952127,10,3,7
4612039,4684401,2,3,-1
4612039,4684401,5,7,-2
4612039,4684401,8,5,3
5210455,7044586,1,1,0
5210455,7044586,2,2,0
5210455,7044586,3,6,-3
5210455,7044586,4,11,-7
5210455,7044586,12,4,8
4227461,6892643,1,10,-9
4227461,6892643,10,3,7
4227461,6892643,11,12,-1
3945178,4723397,4,1,3
6910693,8167316,3,7,-4
5297262,8001298,9,6,3
5297262,8001298,10,1,9
4776515,5196171,4,4,0
4776515,5196171,8,11,-3
5557765,6516412,5,5,0
5488612,7504687,10,3,7
6174225,6524394,1,2,-1
6174225,6524394,2,3,-1
6174225,6524394,3,7,-4
5590305,8112678,1,4,-3
5590305,8112678,2,2,0
7809489,8688358,1,12,-11
7809489,8688358,2,1,1
7809489,8688358,7,13,-6
7386342,8548573,6,4,2
5571109,8206397,1,10,-9
4796045,5227829,2,13,-11
6163083,8421865,6,10,-4
7162020,7274782,1,1,0
7162020,7274782,2,2,0
7162020,7274782,3,3,0
7162020,7274782,4,4,0
7162020,7274782,5,5,0
7162020,7274782,6,6,0
7162020,7274782,7,7,0
7162020,7274782,8,8,0
7162020,7274782,9,9,0
7162020,7274782,10,10,0
7162020,7274782,11,11,0
7162020,7274782,12,12,0
7162020,7274782,13,13,0
7944307,8594583,1,8,-7
7944307,8594583,9,11,-2
4786561,6495224,8,2,6
4303109,4759584,3,2,1
4303109,4759584,4,1,3
4303109,4759584,5,11,-6
4237015,4400864,3,2,1
4237015,4400864,10,7,3
6893208,8733726,4,5,-1
6291616,6465554,2,1,1
6291616,6465554,3,2,1
6291616,6465554,4,4,0
6291616,6465554,10,8,2
5623681,6522779,7,3,4
5148967,5390844,5,2,3
5578503,8193028,5,6,-1
6268148,8597891,1,2,-1
6268148,8597891,2,6,-4
6268148,8597891,3,4,-1
6268148,8597891,4,8,-4
6268148,8597891,6,7,-1
6268148,8597891,7,12,-5
6268148,8597891,9,3,6
4806844,7755917,11,6,5
6605022,7306549,1,3,-2
6488347,8689705,6,11,-5
6968622,7814664,1,1,0
6968622,7814664,5,2,3
6968622,7814664,6,3,3
6968622,7814664,7,5,2
6968622,7814664,8,8,0
6968622,7814664,9,10,-1
6968622,7814664,10,13,-3
6968622,7814664,12,6,6
5159451,5572248,10,5,5
7881208,8745196,2,4,-2
7148217,7666882,1,1,0
7148217,7666882,2,3,-1
7148217,7666882,4,6,-2
7148217,7666882,7,7,0
7148217,7666882,9,5,4
7148217,7666882,11,13,-2
4895706,5108603,1,6,-5
4895706,5108603,3,3,0
4895706,5108603,5,7,-2
5273126,7425044,3,9,-6
5273126,7425044,4,1,3
5273126,7425044,8,6,2
5273126,7425044,10,3,7
5273126,7425044,11,2,9
6321742,8556122,8,9,-1
5099249,5300936,1,6,-5
5099249,5300936,3,3,0
5099249,5300936,6,5,1
5099249,5300936,10,7,3
4682699,5251761,2,1,1
4682699,5251761,3,2,1
4682699,5251761,5,9,-4
4682699,5251761,12,7,5
5148811,8348844,1,1,0
5148811,8348844,2,12,-10
5148811,8348844,8,5,3
6167362,7840420,8,2,6
5098433,8226653,4,7,-3
4900879,5293146,1,8,-7
4900879,5293146,2,7,-5
4900879,5293146,3,2,1
4900879,5293146,5,1,4
4900879,5293146,8,5,3
6893615,7430858,1,3,-2
6893615,7430858,2,2,0
6893615,7430858,3,5,-2
6893615,7430858,7,7,0
6410233,7611838,6,10,-4
6410233,7611838,13,7,6
4821672,8474378,5,2,3
4821672,8474378,10,4,6
4821672,8474378,12,11,1
5352532,7278241,1,4,-3
4322976,6351714,1,1,0
4322976,6351714,6,10,-4
6182011,8019291,10,1,9
6182011,8019291,12,8,4
4408134,4810908,1,2,-1
4408134,4810908,5,3,2
5415427,7784806,1,1,0
5415427,7784806,2,12,-10
5415427,7784806,4,6,-2
5415427,7784806,7,7,0
6982609,7199679,3,1,2
7034835,8683429,7,7,0
4573141,6523132,3,9,-6
5012677,8234927,1,1,0
5012677,8234927,2,2,0
5012677,8234927,4,5,-1
4917500,6381017,1,5,-4
4917500,6381017,11,6,5
4394168,6080247,2,1,1
4394168,6080247,3,4,-1
6062641,7475464,1,1,0
6062641,7475464,3,2,1
5241752,6526664,1,4,-3
5241752,6526664,6,11,-5
7493955,7950455,3,9,-6
7493955,7950455,6,10,-4
8078231,8666457,1,1,0
8078231,8666457,2,2,0
8078231,8666457,3,3,0
8078231,8666457,4,4,0
8078231,8666457,5,5,0
8078231,8666457,6,6,0
8078231,8666457,7,7,0
8078231,8666457,8,8,0
8078231,8666457,9,9,0
8078231,8666457,10,10,0
8078231,8666457,11,11,0
8078231,8666457,12,12,0
8078231,8666457,13,13,0
6509910,7848509,1,10,-9
6509910,7848509,12,7,5
4715356,7726967,1,4,-3
4715356,7726967,3,1,2
4715356,7726967,4,7,-3
4715356,7726967,5,3,2
4715356,7726967,9,2,7
4715356,7726967,10,8,2
4101260,4249230,4,5,-1
7196928,8000135,1,2,-1
7196928,8000135,3,1,2
7196928,8000135,13,4,9
6894969,7606253,11,3,8
6630761,7646178,11,1,10
4533881,7719373,1,1,0
4533881,7719373,4,3,1
4399936,4681278,3,2,1
4399936,4681278,6,1,5
5278443,7755106,1,5,-4
5278443,7755106,2,1,1
5278443,7755106,5,11,-6
5278443,7755106,7,3,4
6537319,7476255,4,1,3
5010459,6967448,3,3,0
5010459,6967448,8,7,1
7462008,8496493,9,3,6
5100042,7131980,4,6,-2
5100042,7131980,7,12,-5
4772671,5185413,1,5,-4
4772671,5185413,2,4,-2
4772671,5185413,12,10,2
5034883,8363797,2,1,1
4820599,6203944,1,1,0
4820599,6203944,11,2,9
5451219,7137971,2,11,-9
5451219,7137971,4,5,-1
5451219,7137971,6,8,-2
4706914,5595014,3,4,-1
4706914,5595014,9,6,3
4706914,5595014,11,13,-2
4658085,7718870,3,2,1
3958220,4497058,1,3,-2
3958220,4497058,2,2,0
3958220,4497058,5,10,-5
6054128,6562864,7,5,2
6304895,7412625,3,2,1
6304895,7412625,4,1,3
6129280,6363484,2,7,-5
6542516,7242933,1,1,0
4777279,5530142,8,8,0
6161208,6467033,9,6,3
6161208,6467033,11,7,4
4008180,4755498,3,11,-8
4008180,4755498,4,12,-8
4680423,7482535,9,3,6
4680423,7482535,12,7,5
4249400,4633685,4,5,-1
4249400,4633685,12,1,11
6117362,8506843,1,3,-2
6117362,8506843,2,4,-2
6567134,6648475,1,2,-1
6567134,6648475,5,3,2
6889769,7424915,1,13,-12
5636183,7104357,1,8,-7
5636183,7104357,12,5,7
6601061,7716223,1,1,0
6601061,7716223,10,5,5
5070583,7040808,7,1,6
7007945,7591460,4,1,3
7007945,7591460,5,10,-5
7007945,7591460,13,6,7
4331740,4801997,8,1,7
4331740,4801997,10,10,0
5481710,7966605,11,9,2
6195661,7451392,12,11,1
4423794,6428438,3,4,-1
4423794,6428438,5,7,-2
4423794,6428438,6,2,4
7016467,8690425,1,2,-1
7016467,8690425,2,1,1
7016467,8690425,3,3,0
4869943,5262366,1,4,-3
4869943,5262366,2,5,-3
4869943,5262366,4,1,3
4869943,5262366,11,13,-2
6438495,7054750,1,2,-1
4598672,5431130,1,6,-5
4598672,5431130,4,9,-5
5200195,5242910,12,12,0
6154838,7454557,4,5,-1
6154838,7454557,5,1,4
6294403,7772681,1,1,0
6294403,7772681,2,4,-2
4233049,4662925,1,2,-1
4233049,4662925,2,1,1
4233049,4662925,5,3,2
4837028,5023087,1,1,0
4859024,6361299,4,3,1
4859024,6361299,6,10,-4
5364093,7684017,1,8,-7
7251853,7837958,1,2,-1
7251853,7837958,2,7,-5
7251853,7837958,5,5,0
7154696,7428124,6,8,-2
7154696,7428124,7,2,5
7154696,7428124,8,11,-3
5617229,6888610,2,11,-9
5617229,6888610,7,2,5
5617229,6888610,8,6,2
6463326,8271072,2,4,-2
6463326,8271072,10,1,9
6652833,7473549,6,4,2
4750171,5249185,2,7,-5
4775736,5585414,5,2,3
4775736,5585414,13,5,8
5073739,5200665,1,1,0
5073739,5200665,3,6,-3
5073739,5200665,4,3,1
5073739,5200665,5,10,-5
5073739,5200665,12,2,10
4444996,6242700,2,13,-11
4444996,6242700,3,7,-4
4444996,6242700,6,1,5
4444965,7208441,7,10,-3
4225547,7056412,2,7,-5
6491545,7019984,10,4,6
6215678,6971323,6,1,5
5448852,7814702,5,9,-4
4561571,8360285,11,2,9
4143621,4283762,1,12,-11
4143621,4283762,2,1,1
5172139,5359350,7,12,-5
5643291,8657174,2,6,-4
5643291,8657174,4,7,-3
5643291,8657174,5,1,4
6143315,8409626,5,1,4
6412759,7252181,1,3,-2
6412759,7252181,4,11,-7
6412759,7252181,5,1,4
6412759,7252181,8,2,6
6412759,7252181,13,4,9
4704133,5338319,4,6,-2
4704133,5338319,5,1,4
4704133,5338319,6,2,4
4704133,5338319,12,7,5
