pno1,pno2,rank1,rank2
7935352,7078041,8,6
7935352,7078041,10,10
4913599,4185943,1,1
4913599,4185943,6,2
7239939,5149967,9,9
7239939,5149967,6,10
8424846,4045001,8,1
8424846,4045001,6,4
7966741,5596815,8,4
7094218,5647857,1,7
7099832,6029141,1,1
7099832,6029141,4,4
7933980,5559958,2,1
6533804,4190033,13,8
6151591,5377268,10,1
6151591,5377268,8,7
7789905,5593442,7,10
7227628,6963394,2,1
7227628,6963394,1,7
6324940,4992313,2,5
5310584,4419411,5,1
7149968,5390295,2,1
7149968,5390295,8,2
5420038,4668634,2,4
7672265,5280498,9,2
7672265,5280498,1,5
7672265,5280498,6,6
4597719,4142707,1,2
4597719,4142707,3,4
4597719,4142707,2,9
4597719,4142707,5,12
5206108,4557991,1,4
5206108,4557991,12,5
5206108,4557991,6,8
7646154,4017796,7,8
7616017,4791363,3,4
8429409,7469151,10,12
8429409,7469151,11,13
5423668,4389002,3,7
5423668,4389002,2,11
7776077,5246441,10,2
5541163,5055466,3,1
5541163,5055466,6,11
7672356,5625641,7,4
7672356,5625641,4,6
7672356,5625641,5,9
7672356,5625641,1,10
5480775,4999513,5,6
5480775,4999513,9,12
8544876,5324072,2,4
5491472,5109222,1,1
5491472,5109222,8,4
6465331,5314841,1,1
6465331,5314841,6,4
6465331,5314841,7,12
5623885,4332336,2,1
7033419,4206183,1,2
7033419,4206183,4,12
6077842,4060615,4,12
4400885,4098001,9,1
4400885,4098001,12,2
4400885,4098001,3,3
7842778,6458916,9,2
8488280,6535358,1,4
8488280,6535358,3,6
8488280,6535358,4,11
7621205,6880440,4,1
7621205,6880440,1,2
7621205,6880440,3,5
7621205,6880440,7,8
7621205,6880440,11,11
7369848,6192255,11,2
6398752,4943275,6,9
8657174,7721930,6,6
7988247,6190931,1,1
7988247,6190931,7,4
7930860,4154033,2,3
7930860,4154033,5,13
8118172,3953325,1,2
7249267,6249111,10,9
6575908,6248073,2,1
5295269,4400829,3,1
5295269,4400829,1,2
5295269,4400829,2,3
5295269,4400829,5,4
8404809,5281698,1,2
7716717,6651101,6,7
8650634,7937319,5,9
8650634,7937319,3,12
7824982,6140219,12,8
7684338,6327637,1,7
7233655,7020251,8,4
7814998,5016718,4,1
7814998,5016718,1,2
7814998,5016718,5,5
7131493,6148911,7,4
7131493,6148911,6,9
6091508,5454067,7,1
6091508,5454067,1,9
8492267,8058735,1,5
8492267,8058735,11,11
8492267,8058735,7,13
8435172,7008376,1,2
6503817,4875086,5,10
6379790,4210688,1,1
6379790,4210688,13,5
6379790,4210688,10,9
8424489,4249483,4,2
8424489,4249483,1,4
7208979,6359470,1,3
7208979,6359470,3,5
5012698,4406181,3,7
5012698,4406181,8,10
7146627,5635989,2,1
7146627,5635989,1,11
8423663,5333268,3,6
4906885,4775814,8,2
4906885,4775814,13,5
8732005,5202826,5,1
8732005,5202826,1,3
8732005,5202826,6,5
8732005,5202826,3,10
6843793,5397323,1,2
7950480,7250017,13,1
7950480,7250017,12,3
7950480,7250017,7,11
8297159,6530303,7,1
8297159,6530303,10,2
7662326,6664335,2,3
6469213,5336691,1,1
7128221,3993002,5,2
7128221,3993002,1,3
8641619,6119028,5,3
7049381,5183870,5,3
7748168,6474035,7,2
6854208,6183200,4,9
4626178,4445820,9,3
4626178,4445820,1,5
4626178,4445820,6,6
4626178,4445820,7,7
8748717,4487100,2,2
8748717,4487100,3,3
8748717,4487100,11,7
5180937,4755704,1,7
5180937,4755704,4,11
7845362,6561209,1,1
7845362,6561209,2,3
8661562,5648832,5,1
8661562,5648832,2,2
8661562,5648832,9,12
7691289,5292558,2,1
7691289,5292558,1,4
4539363,4220679,3,4
4539363,4220679,10,5
4539363,4220679,2,8
7509738,3952180,10,2
7509738,3952180,8,10
6975492,6226161,3,2
6975492,6226161,2,9
8274852,6351419,11,5
8274852,6351419,5,7
8274852,6351419,2,8
4674830,4301543,9,8
7255926,4193799,6,2
7255926,4193799,5,4
7255926,4193799,8,12
7696592,7534691,11,1
7696592,7534691,6,4
7696592,7534691,12,5
7089064,3978863,13,3
5331260,4701629,8,1
5331260,4701629,3,2
7684741,6983121,6,3
7684741,6983121,8,4
7684741,6983121,7,12
8520420,5305191,5,1
8520420,5305191,1,2
8520420,5305191,10,5
8520420,5305191,3,12
7172290,5097323,5,11
7761172,6522978,2,8
7761172,6522978,7,9
7979715,6203139,1,1
7896140,4531665,4,8
8477385,6166832,1,1
8477385,6166832,9,3
8477385,6166832,2,7
8477385,6166832,4,9
8477385,6166832,11,11
6542442,4905112,1,1
6542442,4905112,3,3
8271524,7908182,5,13
7078848,4843293,9,7
7078848,4843293,8,9
7078848,4843293,11,12
7018979,5399587,9,1
7018979,5399587,8,9
6093146,5522396,1,1
6093146,5522396,6,2
6093146,5522396,2,4
7879527,6479211,3,3
7879527,6479211,2,9
7879527,6479211,9,10
8133241,5259377,7,10
8133241,5259377,3,11
8135140,7873173,5,8
8135140,7873173,1,11
8135140,7873173,2,12
7812956,6196979,1,2
7812956,6196979,2,3
7100867,5503352,13,2
7461020,6988082,3,2
7494086,7350739,1,2
7494086,7350739,2,5
7494086,7350739,6,6
7494086,7350739,5,7
7494086,7350739,9,10
7897141,5585112,5,10
5300138,5148374,1,2
7931283,7357420,1,3
7931283,7357420,5,6
7931283,7357420,4,7
4928390,4835866,1,1
4928390,4835866,8,6
4928390,4835866,6,11
7789507,4197266,10,1
7789507,4197266,3,7
7789507,4197266,2,13
7728721,5469298,10,5
7728721,5469298,4,12
4795505,4357181,3,2
4795505,4357181,4,9
7911851,5021999,1,7
7427422,4442377,8,1
5188879,4284457,6,5
5188879,4284457,3,11
8023290,4626982,3,2
8023290,4626982,4,10
8568300,6572537,1,13
7695502,4172452,7,4
8434941,5294910,13,2
8434941,5294910,11,8
7668733,6256613,4,6
8075760,5089112,7,3
8075760,5089112,3,4
6619006,4422266,9,13
7958675,5133152,1,1
7958675,5133152,10,2
7958675,5133152,8,7
7375436,4288986,6,9
6443671,6227770,7,3
6443671,6227770,6,5
8652910,7842594,5,4
8652910,7842594,12,8
8652910,7842594,11,13
7336074,5198768,1,1
6937122,5044212,2,5
6937122,5044212,1,12
6663816,6201333,1,1
6663816,6201333,3,2
6066117,5104383,9,1
6066117,5104383,2,2
6066117,5104383,4,4
7999267,7632732,4,13
7498054,5073498,10,3
8267936,4887612,4,2
8267936,4887612,1,8
7255637,5230184,9,1
7255637,5230184,4,3
8465167,8076680,1,6
7430018,7369100,7,4
7430018,7369100,9,9
7053157,5055438,7,2
7053157,5055438,4,5
7053157,5055438,6,8
7053157,5055438,8,11
8360048,6564558,3,1
8360048,6564558,12,4
8360048,6564558,5,7
8360048,6564558,2,9
4414665,4317200,9,2
4414665,4317200,2,9
8579037,7436185,3,1
8579037,7436185,8,2
8668835,8222155,11,1
8668835,8222155,4,2
8668835,8222155,12,3
8668835,8222155,2,9
8315199,6892068,2,2
8315199,6892068,8,3
8315199,6892068,11,6
7819298,7210609,1,1
5563097,5407698,11,1
7151913,6191653,1,3
7151913,6191653,11,8
8695517,4574718,4,2
7058325,5155530,1,1
7058325,5155530,13,9
7058325,5155530,2,11
8382746,6929639,10,7
8493735,6118654,5,1
8493735,6118654,12,4
4627896,4302300,9,8
7033244,6394879,2,1
6494394,6079649,13,4
6494394,6079649,5,11
4198119,4119363,6,2
4198119,4119363,3,4
7033534,5601468,12,13
8215864,6540434,5,2
8166263,5410700,1,3
4398996,3935061,2,4
4398996,3935061,1,6
8445159,4560607,5,5
8337415,6156049,6,8
8337415,6156049,2,11
8267204,4793828,1,1
8267204,4793828,13,3
8423527,7216351,11,5
4842358,4638483,10,2
4842358,4638483,6,4
7428266,6226738,11,10
6946260,4559310,3,2
6946260,4559310,5,11
6475577,5635562,2,3
6475577,5635562,5,8
8582083,7196801,1,1
6652172,5037219,4,4
6652172,5037219,5,5
6652172,5037219,11,10
7315892,7089294,8,4
7315892,7089294,5,5
7315892,7089294,1,6
7315892,7089294,2,12
6511634,6190619,12,13
6527170,4862386,13,7
5210642,4299442,8,9
8328474,4490080,7,3
6524379,4171977,4,10
7866291,6481402,1,1
7866291,6481402,2,2
7866291,6481402,5,9
7866291,6481402,3,11
7931501,6267624,13,1
7931501,6267624,7,5
7931501,6267624,1,11
6842370,6204529,1,3
8670171,7110158,7,5
8670171,7110158,5,7
8151323,6615199,10,5
8151323,6615199,9,8
8534342,4934436,8,4
8534342,4934436,2,9
4688675,4325492,4,6
4688675,4325492,7,13
5305635,5222392,1,2
5305635,5222392,7,4
5305635,5222392,3,8
5597951,5191789,7,1
5597951,5191789,4,4
5597951,5191789,11,9
5597951,5191789,3,10
5597951,5191789,13,13
7909851,5211650,2,12
7909851,5211650,6,13
5426575,4053766,2,6
5426575,4053766,6,8
5426575,4053766,7,10
6430467,5352467,1,1
6430467,5352467,3,2
6430467,5352467,8,3
7470000,6074034,2,7
7470000,6074034,4,11
6472076,4898907,3,8
6580927,5592535,4,1
6142709,4818147,11,1
6142709,4818147,5,2
6142709,4818147,3,3
6142709,4818147,9,12
6910239,4786032,12,12
8148696,5117113,4,4
8148696,5117113,2,6
8148696,5117113,11,13
4705195,4336895,4,6
4705195,4336895,2,9
5081969,4085713,3,2
5081969,4085713,4,3
5081969,4085713,7,4
5081969,4085713,1,5
5081969,4085713,13,8
5081969,4085713,8,12
7740522,4085547,1,1
7740522,4085547,3,11
6393783,5069263,4,1
6393783,5069263,2,6
7669749,5304266,9,2
7669749,5304266,10,3
7669749,5304266,8,12
7261168,6581455,1,2
7261168,6581455,5,10
7261168,6581455,11,13
7850701,4629450,4,3
6625871,4991045,2,3
8251900,6447489,1,6
8251900,6447489,8,8
8251900,6447489,2,13
7686485,5001611,1,1
7686485,5001611,2,3
7686485,5001611,5,8
7686485,5001611,6,13
8611999,7142914,3,1
8611999,7142914,10,5
5216755,4172264,13,4
8661558,8327157,8,2
8661558,8327157,2,4
8420079,6538103,8,2
8420079,6538103,6,5
8420079,6538103,7,8
6100813,5359317,4,5
6100813,5359317,3,7
7487681,6651506,9,4
7487681,6651506,8,6
7288009,6371516,4,4
7288009,6371516,12,7
7288009,6371516,2,9
8379802,4876710,12,9
8686579,6634949,1,2
8686579,6634949,3,10
5348097,5042297,4,1
5348097,5042297,1,4
8407526,7313791,3,1
8407526,7313791,2,2
8407526,7313791,4,10
6848213,5379551,6,1
6848213,5379551,4,2
6848213,5379551,1,6
6848213,5379551,2,7
6848213,5379551,5,12
7201121,4917058,4,4
7201121,4917058,10,6
7248006,5274311,13,1
7248006,5274311,7,3
7248006,5274311,10,10
7725939,6885675,3,1
4713768,4398198,7,10
8273088,6139551,1,4
8273088,6139551,7,5
8273088,6139551,11,6
8433926,6209091,3,7
8087134,5181410,2,4
6920713,4676021,8,6
5418196,4524138,6,2
5418196,4524138,7,4
5418196,4524138,5,11
7782592,4613797,7,10
7782592,4613797,8,11
7617002,6345200,2,11
7766905,5300070,3,2
7766905,5300070,10,5
7766905,5300070,7,12
6350383,5464467,11,4
5588481,4698977,1,3
5588481,4698977,3,7
5588481,4698977,11,11
8263055,7049384,1,3
8263055,7049384,3,4
8263055,7049384,8,9
8279603,6177805,4,1
5505201,5143067,5,1
5505201,5143067,6,2
5505201,5143067,10,3
8439972,7967772,11,10
7480149,4760497,5,7
7001363,5147303,3,3
7855240,5621051,2,3
7855240,5621051,1,4
7855240,5621051,9,12
8215200,4667530,7,1
8215200,4667530,2,4
8215200,4667530,5,6
6543914,6129319,10,1
6543914,6129319,1,2
8274743,5128953,7,4
8274743,5128953,3,8
6401205,5603008,1,2
6401205,5603008,3,3
7248488,6483731,10,3
7248488,6483731,6,10
6250630,5114137,4,4
8523093,4379748,4,1
8523093,4379748,2,2
8523093,4379748,9,8
7287213,6934308,1,1
7287213,6934308,7,6
7287213,6934308,11,10
7287213,6934308,4,11
5617187,4807026,2,3
5617187,4807026,13,4
8597990,7838809,1,2
8597990,7838809,2,5
7576700,6522291,5,3
7822199,4995082,3,12
7185988,6461002,7,5
8600469,6606510,2,5
8100882,4875489,1,1
5329382,5048096,2,5
8287726,5397465,4,1
8343126,5399177,11,13
7158420,6458642,9,6
7158420,6458642,1,8
5641584,5134179,10,10
8602680,8123432,6,2
8602680,8123432,1,4
8602680,8123432,5,9
7955188,7624612,1,1
7955188,7624612,3,4
7139429,6178262,3,9
6546699,4765121,12,12
8554727,6269431,3,5
7697467,4320500,3,3
7697467,4320500,10,5
5524907,4746023,1,1
5524907,4746023,4,3
5524907,4746023,7,9
7277461,5031187,13,1
7277461,5031187,8,3
8336916,5423573,3,4
8336916,5423573,12,7
8313498,5342369,1,1
5299024,4977609,4,5
7663830,5345342,9,2
7663830,5345342,1,3
7663830,5345342,10,6
6484830,5323868,11,3
6484830,5323868,5,4
6484830,5323868,8,8
7978210,7411610,3,3
7978210,7411610,8,4
7978210,7411610,1,5
7978210,7411610,9,12
7978210,7411610,10,13
8631220,6134638,1,2
8631220,6134638,9,6
8631220,6134638,13,13
5234847,4795722,8,5
5234847,4795722,2,10
8354786,5118986,13,2
8105107,4599485,5,1
8105107,4599485,6,3
5049649,4111906,2,5
8236659,6579770,11,3
8236659,6579770,13,5
4867157,3945375,7,2
4867157,3945375,4,9
8129755,7484197,9,7
8597761,7611765,3,1
8597761,7611765,1,2
8597761,7611765,4,3
8597761,7611765,5,4
8597761,7611765,9,5
8597761,7611765,10,6
8597761,7611765,12,7
8597761,7611765,13,8
4893964,3995080,8,1
4893964,3995080,9,11
6224689,5653826,5,8
6224689,5653826,8,10
6224689,5653826,1,12
7590124,6449288,13,2
7590124,6449288,2,3
7590124,6449288,1,4
8327178,7613426,1,1
8327178,7613426,7,12
6484938,5288066,1,2
6484938,5288066,3,3
6940768,6529424,2,1
6940768,6529424,4,3
6940768,6529424,6,4
6940768,6529424,5,5
4716294,4447726,7,3
8275610,7085387,8,1
8275610,7085387,6,2
8275610,7085387,4,5
7646743,5371898,12,6
6997379,6393408,10,1
6997379,6393408,1,2
6997379,6393408,7,3
6997379,6393408,9,4
6997379,6393408,2,6
6997379,6393408,13,10
8426313,6312971,6,1
8426313,6312971,8,4
7120027,6416330,7,2
7120027,6416330,5,3
6491931,6342237,1,1
6491931,6342237,2,2
6491931,6342237,5,4
6491931,6342237,12,6
6491931,6342237,10,7
6491931,6342237,11,8
6491931,6342237,13,9
6491931,6342237,3,10
6491931,6342237,4,11
6491931,6342237,8,13
8360109,5048621,12,1
8360109,5048621,10,11
7858978,7354647,4,1
7858978,7354647,11,2
7858978,7354647,9,6
8020672,5258586,5,3
8020672,5258586,2,5
8020672,5258586,6,6
8020672,5258586,3,7
6336087,6134516,9,1
7105434,6566259,8,6
7105434,6566259,6,7
7105434,6566259,1,8
7105434,6566259,3,10
7310802,6560717,1,1
7310802,6560717,3,7
6546461,4402067,1,2
6546461,4402067,2,5
4776601,4369980,2,2
4750219,4137579,1,4
4750219,4137579,2,13
8659183,7084741,10,7
6074074,5155669,11,3
6074074,5155669,2,4
6244301,4462430,5,10
6244301,4462430,9,12
8445325,7605476,1,1
8445325,7605476,8,5
8445325,7605476,6,6
8445325,7605476,11,9
6478812,5417686,5,1
6478812,5417686,3,5
8044433,6492669,1,4
6473176,4284323,13,11
6903361,6534781,1,3
8271694,7565504,3,12
8284021,5485519,1,2
8284021,5485519,7,4
8284021,5485519,12,11
6965868,6212472,6,5
6506201,5090958,5,2
6506201,5090958,3,4
8385964,6385458,5,11
8265420,6369901,4,1
8265420,6369901,3,5
7087080,4666445,4,1
7087080,4666445,3,3
8747401,4043342,3,1
8747401,4043342,4,2
8747401,4043342,11,3
8747401,4043342,8,6
7601866,6448439,4,1
7601866,6448439,2,3
7888952,4929993,9,10
6984104,4979874,10,3
6984104,4979874,1,7
6484433,4523403,1,2
5643414,4980025,2,10
5643414,4980025,1,12
6546937,4635659,3,3
6546937,4635659,6,4
6546937,4635659,2,6
6899889,6458147,1,7
8435190,7137957,2,11
7311605,6254483,1,6
7983907,5251263,2,1
7983907,5251263,1,2
7983907,5251263,6,3
6190257,4748441,12,3
7582733,5571499,9,3
7582733,5571499,12,12
7582733,5571499,4,13
5324354,4456485,1,7
5324354,4456485,10,11
7691106,4567798,8,1
7691106,4567798,4,2
6541049,5583019,1,1
6541049,5583019,2,2
6541049,5583019,3,3
6541049,5583019,4,4
6541049,5583019,5,5
6541049,5583019,6,6
6541049,5583019,7,7
6541049,5583019,8,8
6541049,5583019,9,9
6541049,5583019,10,10
6541049,5583019,11,11
6541049,5583019,12,12
6541049,5583019,13,13
6559119,5219328,1,2
7357586,5634188,1,1
7357586,5634188,11,6
7357586,5634188,8,10
7357586,5634188,3,11
6560786,4937887,1,2
6560786,4937887,8,4
7077128,4172455,1,7
8573027,7467027,7,2
8573027,7467027,1,4
8573027,7467027,9,10
8458360,7624169,5,1
8458360,7624169,9,7
7007343,5136814,3,3
7139943,6360340,5,1
7139943,6360340,1,2
7139943,6360340,9,4
7139943,6360340,3,10
8685785,8124968,13,5
8685785,8124968,6,8
8685785,8124968,8,10
6891618,6200818,10,11
5288461,5120450,8,1
5288461,5120450,7,2
5288461,5120450,2,3
5288461,5120450,9,12
7677328,6293320,2,13
8746530,5485947,2,1
8746530,5485947,1,4
7681389,4356692,3,6
7251989,5546795,13,3
7251989,5546795,11,7
7251989,5546795,4,8
7251989,5546795,1,10
7573038,7002157,11,4
8425054,7055966,2,7
8425054,7055966,4,12
7750478,6943442,6,8
7750478,6943442,4,10
6296398,4986626,7,1
7093047,6557053,12,3
7882227,6074427,9,8
4788525,3987407,1,1
4788525,3987407,5,2
4788525,3987407,10,5
8667538,4930158,5,7
6560048,5420655,10,1
6560048,5420655,7,4
6522311,5066525,1,2
6522311,5066525,7,9
6195018,4697182,1,3
5096733,4724167,1,2
8123492,4496290,11,2
8123492,4496290,7,3
8123492,4496290,1,4
8123492,4496290,12,11
8559093,7547467,13,7
6419703,5147404,3,2
6419703,5147404,6,8
6419703,5147404,10,9
6419703,5147404,2,10
6419703,5147404,1,11
4955369,4632097,1,2
4955369,4632097,3,9
5131425,4133343,10,2
5131425,4133343,2,6
5131425,4133343,8,12
4693275,4005733,10,2
4693275,4005733,12,3
4693275,4005733,3,10
6866297,6286539,2,1
7299719,6318213,2,1
7299719,6318213,5,3
7197615,6934877,2,2
7197615,6934877,13,4
7197615,6934877,11,5
7197615,6934877,7,7
7197615,6934877,1,8
7197615,6934877,12,9
5362544,4529639,7,5
8585425,8113862,1,10
8585425,8113862,6,12
8567860,5310208,12,13
8255196,7480886,4,2
8255196,7480886,1,4
8478673,7912865,9,1
7724853,6172970,1,7
5339305,5038335,6,5
5339305,5038335,10,6
5339305,5038335,7,8
7397052,4128765,1,1
7397052,4128765,12,2
7397052,4128765,13,4
6235819,5504168,3,3
8657629,6264483,2,1
8657629,6264483,9,2
6585692,6245095,8,2
6585692,6245095,9,8
6585692,6245095,11,9
6068722,5603790,3,6
8495067,7228351,1,2
8495067,7228351,11,8
8495067,7228351,10,10
8495067,7228351,4,11
7979843,6966054,3,6
4894981,4724596,6,7
4894981,4724596,5,9
4894981,4724596,12,11
8097024,7294128,2,2
8230340,7756388,5,6
4689632,4274098,2,1
4689632,4274098,7,5
4689632,4274098,11,8
8655069,6289112,2,4
7467572,4697481,1,4
8519016,5490889,13,2
8519016,5490889,12,3
8519016,5490889,6,11
8265233,7920562,5,1
7866527,5354303,10,13
7811900,4361600,11,4
7811900,4361600,2,8
7811900,4361600,5,11
8012009,6398643,6,2
8012009,6398643,3,3
6955692,6425925,6,2
6955692,6425925,11,3
6955692,6425925,1,5
6955692,6425925,8,6
6955692,6425925,2,7
6955692,6425925,12,8
8260835,4905176,2,1
8260835,4905176,5,3
8260835,4905176,6,5
7066059,5331869,7,2
4716082,4606748,4,1
4716082,4606748,8,2
4716082,4606748,1,3
8493995,6622172,12,4
6253053,5194358,9,6
6253053,5194358,3,13
6928238,5653063,1,2
6928238,5653063,4,10
6245344,4966205,3,7
7325713,5309927,1,7
7325713,5309927,5,9
7535913,7062595,4,5
7535913,7062595,6,9
7705095,5057475,5,9
7705095,5057475,6,10
7705095,5057475,10,11
6858460,4851890,6,10
6858460,4851890,10,13
7151820,6381472,1,5
7151820,6381472,13,9
5305847,4352510,1,1
8544606,4709722,2,3
8544606,4709722,3,13
6547794,5014699,1,8
5274031,4806593,1,3
5274031,4806593,4,8
7288526,4069318,9,12
8679894,7087482,3,6
7720746,6070146,6,2
7169143,5496312,3,3
7169143,5496312,4,4
7169143,5496312,8,9
7169143,5496312,1,11
7918748,5156404,7,4
7918748,5156404,3,5
4849262,4308184,11,13
6920199,6449086,3,1
6920199,6449086,6,3
6920199,6449086,1,10
8645370,6842761,5,4
8645370,6842761,2,5
8645370,6842761,8,6
8645370,6842761,12,13
5627423,4414523,2,1
6887801,6501973,4,11
8642528,4222905,9,5
6497248,4431023,4,1
6497248,4431023,7,3
7135606,5060662,6,2
7135606,5060662,2,3
6127578,5518879,1,1
6127578,5518879,2,2
6127578,5518879,3,3
6127578,5518879,4,4
6127578,5518879,5,5
6127578,5518879,6,6
6127578,5518879,7,7
6127578,5518879,8,8
6127578,5518879,9,9
6127578,5518879,10,10
6127578,5518879,11,11
6127578,5518879,12,12
6127578,5518879,13,13
4704227,4344856,2,6
7070457,5348491,3,11
5376245,5088976,4,1
5376245,5088976,3,2
5376245,5088976,7,8
5283038,4635488,2,2
5283038,4635488,4,4
8000682,6252867,12,9
8209630,7469833,5,7
5035225,4903668,1,1
5035225,4903668,4,2
5035225,4903668,2,3
5035225,4903668,9,6
7510118,4570057,10,1
7510118,4570057,12,2
8460958,7015153,10,6
8460958,7015153,11,7
8460958,7015153,3,11
8460958,7015153,5,12
7347719,6974344,1,1
7347719,6974344,6,3
7347719,6974344,12,6
7347719,6974344,9,7
7347719,6974344,5,9
7347719,6974344,7,11
7902550,7071037,7,5
7902550,7071037,8,6
7902550,7071037,12,13
8056529,4678479,5,2
8056529,4678479,3,3
5638946,5262000,1,3
5638946,5262000,2,4
6989110,5011627,7,4
6989110,5011627,1,6
7774057,7181269,13,1
7712062,6408265,1,1
7712062,6408265,2,2
7712062,6408265,7,4
8704317,7352040,3,3
7490870,5283951,2,1
7490870,5283951,11,2
7220549,6664079,1,6
7220549,6664079,2,11
6479485,6262088,5,4
6479485,6262088,2,5
6479485,6262088,3,8
6479485,6262088,9,13
8669038,6875554,1,1
8669038,6875554,5,4
8076005,6232242,3,4
8076005,6232242,12,9
8452784,6424910,4,7
8700325,6297736,8,13
6483563,6122024,3,3
6483563,6122024,12,5
7581426,5305627,9,6
7893576,6252318,2,2
7893576,6252318,4,3
7893576,6252318,7,8
7893576,6252318,11,9
7893576,6252318,6,13
8272191,5085036,8,13
7018717,5380889,1,12
7640843,7063238,2,1
7640843,7063238,1,2
7588028,3961587,1,1
7588028,3961587,9,4
6157863,4693035,1,1
6157863,4693035,3,2
6157863,4693035,5,3
4886981,4174534,11,2
4886981,4174534,5,4
6926359,4885200,7,3
6926359,4885200,4,5
6926359,4885200,13,12
4667181,4365244,12,3
7827293,6553422,6,5
7827293,6553422,4,7
8728155,6197053,1,4
8728155,6197053,10,9
8728155,6197053,13,10
5294254,4412018,11,3
5294254,4412018,1,4
8050520,6122394,11,5
8050520,6122394,8,7
7139557,5555376,3,12
4672738,4136349,5,4
4672738,4136349,9,7
8735186,5224200,2,1
8735186,5224200,1,4
8735186,5224200,4,5
8479087,7603615,3,11
6479161,4243504,6,2
7169672,7034354,13,1
7169672,7034354,6,2
7169672,7034354,4,5
8034306,7063979,2,6
8034306,7063979,8,7
8034306,7063979,11,12
7100110,6064751,2,5
6263158,5013890,10,9
6263158,5013890,7,12
8543764,6920527,11,4
8543764,6920527,12,13
7639672,7359943,5,3
7639672,7359943,4,5
6359696,4870432,2,1
8660451,6963703,10,1
8660451,6963703,2,3
8660451,6963703,5,6
8660451,6963703,12,7
8660451,6963703,4,8
8471256,6281710,12,2
5562656,4711541,1,1
5562656,4711541,7,9
5562656,4711541,3,11
5562656,4711541,2,13
7431782,5656216,3,4
8695126,6145138,2,2
8695126,6145138,8,3
8695126,6145138,10,5
8695126,6145138,3,7
6533391,6322683,1,1
6533391,6322683,2,13
7854833,6635599,10,3
7854833,6635599,6,9
5630151,5117489,1,1
5630151,5117489,7,3
5630151,5117489,2,6
5630151,5117489,8,10
7981678,4940945,8,1
7074444,5598769,11,2
6334390,4117699,2,3
8064984,5304932,3,10
8190741,7587422,1,1
8190741,7587422,3,3
8190741,7587422,2,6
8190741,7587422,4,7
8190741,7587422,7,11
8190741,7587422,11,12
7182091,4134474,10,1
8647194,6358147,7,4
8647194,6358147,2,5
8647194,6358147,10,6
8647194,6358147,9,8
